,id,timestamp,increment,hour,date,week,week_start,month,month_name,month_start,quarter,year,period
96854,96855,2023-07-14 00:30:00,30,0,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96855,96856,2023-07-14 00:45:00,45,0,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96856,96857,2023-07-14 01:00:00,0,1,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96857,96858,2023-07-14 01:15:00,15,1,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96858,96859,2023-07-14 01:30:00,30,1,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96859,96860,2023-07-14 01:45:00,45,1,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96860,96861,2023-07-14 02:00:00,0,2,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96861,96862,2023-07-14 02:15:00,15,2,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96862,96863,2023-07-14 02:30:00,30,2,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96863,96864,2023-07-14 02:45:00,45,2,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96864,96865,2023-07-14 03:00:00,0,3,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96865,96866,2023-07-14 03:15:00,15,3,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96866,96867,2023-07-14 03:30:00,30,3,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96867,96868,2023-07-14 03:45:00,45,3,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96868,96869,2023-07-14 04:00:00,0,4,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96869,96870,2023-07-14 04:15:00,15,4,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96870,96871,2023-07-14 04:30:00,30,4,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96871,96872,2023-07-14 04:45:00,45,4,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96872,96873,2023-07-14 05:00:00,0,5,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96873,96874,2023-07-14 05:15:00,15,5,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96874,96875,2023-07-14 05:30:00,30,5,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96875,96876,2023-07-14 05:45:00,45,5,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96876,96877,2023-07-14 06:00:00,0,6,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96877,96878,2023-07-14 06:15:00,15,6,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96878,96879,2023-07-14 06:30:00,30,6,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96879,96880,2023-07-14 06:45:00,45,6,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96880,96881,2023-07-14 07:00:00,0,7,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96881,96882,2023-07-14 07:15:00,15,7,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96882,96883,2023-07-14 07:30:00,30,7,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96883,96884,2023-07-14 07:45:00,45,7,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96884,96885,2023-07-14 08:00:00,0,8,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96885,96886,2023-07-14 08:15:00,15,8,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96886,96887,2023-07-14 08:30:00,30,8,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96887,96888,2023-07-14 08:45:00,45,8,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96888,96889,2023-07-14 09:00:00,0,9,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96889,96890,2023-07-14 09:15:00,15,9,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96890,96891,2023-07-14 09:30:00,30,9,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96891,96892,2023-07-14 09:45:00,45,9,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96892,96893,2023-07-14 10:00:00,0,10,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96893,96894,2023-07-14 10:15:00,15,10,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96894,96895,2023-07-14 10:30:00,30,10,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96895,96896,2023-07-14 10:45:00,45,10,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96896,96897,2023-07-14 11:00:00,0,11,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96897,96898,2023-07-14 11:15:00,15,11,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96898,96899,2023-07-14 11:30:00,30,11,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96899,96900,2023-07-14 11:45:00,45,11,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96900,96901,2023-07-14 12:00:00,0,12,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96901,96902,2023-07-14 12:15:00,15,12,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96902,96903,2023-07-14 12:30:00,30,12,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96903,96904,2023-07-14 12:45:00,45,12,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96904,96905,2023-07-14 13:00:00,0,13,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96905,96906,2023-07-14 13:15:00,15,13,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96906,96907,2023-07-14 13:30:00,30,13,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96907,96908,2023-07-14 13:45:00,45,13,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96908,96909,2023-07-14 14:00:00,0,14,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96909,96910,2023-07-14 14:15:00,15,14,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96910,96911,2023-07-14 14:30:00,30,14,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96911,96912,2023-07-14 14:45:00,45,14,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96912,96913,2023-07-14 15:00:00,0,15,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96913,96914,2023-07-14 15:15:00,15,15,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96914,96915,2023-07-14 15:30:00,30,15,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96915,96916,2023-07-14 15:45:00,45,15,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96916,96917,2023-07-14 16:00:00,0,16,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96917,96918,2023-07-14 16:15:00,15,16,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96918,96919,2023-07-14 16:30:00,30,16,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96919,96920,2023-07-14 16:45:00,45,16,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96920,96921,2023-07-14 17:00:00,0,17,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
96921,96922,2023-07-14 17:15:00,15,17,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
96922,96923,2023-07-14 17:30:00,30,17,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
96923,96924,2023-07-14 17:45:00,45,17,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
96924,96925,2023-07-14 18:00:00,0,18,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
96925,96926,2023-07-14 18:15:00,15,18,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
96926,96927,2023-07-14 18:30:00,30,18,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
96927,96928,2023-07-14 18:45:00,45,18,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
96928,96929,2023-07-14 19:00:00,0,19,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
96929,96930,2023-07-14 19:15:00,15,19,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
96930,96931,2023-07-14 19:30:00,30,19,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
96931,96932,2023-07-14 19:45:00,45,19,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
96932,96933,2023-07-14 20:00:00,0,20,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
96933,96934,2023-07-14 20:15:00,15,20,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
96934,96935,2023-07-14 20:30:00,30,20,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
96935,96936,2023-07-14 20:45:00,45,20,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
96936,96937,2023-07-14 21:00:00,0,21,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96937,96938,2023-07-14 21:15:00,15,21,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96938,96939,2023-07-14 21:30:00,30,21,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96939,96940,2023-07-14 21:45:00,45,21,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96940,96941,2023-07-14 22:00:00,0,22,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96941,96942,2023-07-14 22:15:00,15,22,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96942,96943,2023-07-14 22:30:00,30,22,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96943,96944,2023-07-14 22:45:00,45,22,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96944,96945,2023-07-14 23:00:00,0,23,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
96945,96946,2023-07-14 23:15:00,15,23,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
96946,96947,2023-07-14 23:30:00,30,23,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
96947,96948,2023-07-14 23:45:00,45,23,2023-07-14,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
96948,96949,2023-07-15 00:00:00,0,0,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96949,96950,2023-07-15 00:15:00,15,0,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96950,96951,2023-07-15 00:30:00,30,0,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96951,96952,2023-07-15 00:45:00,45,0,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96952,96953,2023-07-15 01:00:00,0,1,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96953,96954,2023-07-15 01:15:00,15,1,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96954,96955,2023-07-15 01:30:00,30,1,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96955,96956,2023-07-15 01:45:00,45,1,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96956,96957,2023-07-15 02:00:00,0,2,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96957,96958,2023-07-15 02:15:00,15,2,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96958,96959,2023-07-15 02:30:00,30,2,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96959,96960,2023-07-15 02:45:00,45,2,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96960,96961,2023-07-15 03:00:00,0,3,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96961,96962,2023-07-15 03:15:00,15,3,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96962,96963,2023-07-15 03:30:00,30,3,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96963,96964,2023-07-15 03:45:00,45,3,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96964,96965,2023-07-15 04:00:00,0,4,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96965,96966,2023-07-15 04:15:00,15,4,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96966,96967,2023-07-15 04:30:00,30,4,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96967,96968,2023-07-15 04:45:00,45,4,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96968,96969,2023-07-15 05:00:00,0,5,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96969,96970,2023-07-15 05:15:00,15,5,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96970,96971,2023-07-15 05:30:00,30,5,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96971,96972,2023-07-15 05:45:00,45,5,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96972,96973,2023-07-15 06:00:00,0,6,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96973,96974,2023-07-15 06:15:00,15,6,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96974,96975,2023-07-15 06:30:00,30,6,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96975,96976,2023-07-15 06:45:00,45,6,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,Off-peak: 12AM to 7AM
96976,96977,2023-07-15 07:00:00,0,7,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96977,96978,2023-07-15 07:15:00,15,7,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96978,96979,2023-07-15 07:30:00,30,7,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96979,96980,2023-07-15 07:45:00,45,7,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96980,96981,2023-07-15 08:00:00,0,8,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96981,96982,2023-07-15 08:15:00,15,8,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96982,96983,2023-07-15 08:30:00,30,8,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96983,96984,2023-07-15 08:45:00,45,8,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96984,96985,2023-07-15 09:00:00,0,9,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96985,96986,2023-07-15 09:15:00,15,9,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96986,96987,2023-07-15 09:30:00,30,9,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96987,96988,2023-07-15 09:45:00,45,9,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96988,96989,2023-07-15 10:00:00,0,10,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96989,96990,2023-07-15 10:15:00,15,10,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96990,96991,2023-07-15 10:30:00,30,10,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96991,96992,2023-07-15 10:45:00,45,10,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96992,96993,2023-07-15 11:00:00,0,11,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96993,96994,2023-07-15 11:15:00,15,11,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96994,96995,2023-07-15 11:30:00,30,11,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96995,96996,2023-07-15 11:45:00,45,11,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96996,96997,2023-07-15 12:00:00,0,12,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96997,96998,2023-07-15 12:15:00,15,12,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96998,96999,2023-07-15 12:30:00,30,12,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
96999,97000,2023-07-15 12:45:00,45,12,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
97000,97001,2023-07-15 13:00:00,0,13,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
97001,97002,2023-07-15 13:15:00,15,13,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
97002,97003,2023-07-15 13:30:00,30,13,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
97003,97004,2023-07-15 13:45:00,45,13,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
97004,97005,2023-07-15 14:00:00,0,14,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
97005,97006,2023-07-15 14:15:00,15,14,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
97006,97007,2023-07-15 14:30:00,30,14,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
97007,97008,2023-07-15 14:45:00,45,14,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
97008,97009,2023-07-15 15:00:00,0,15,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
97009,97010,2023-07-15 15:15:00,15,15,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
97010,97011,2023-07-15 15:30:00,30,15,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
97011,97012,2023-07-15 15:45:00,45,15,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
97012,97013,2023-07-15 16:00:00,0,16,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
97013,97014,2023-07-15 16:15:00,15,16,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
97014,97015,2023-07-15 16:30:00,30,16,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
97015,97016,2023-07-15 16:45:00,45,16,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
97016,97017,2023-07-15 17:00:00,0,17,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
97017,97018,2023-07-15 17:15:00,15,17,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
97018,97019,2023-07-15 17:30:00,30,17,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
97019,97020,2023-07-15 17:45:00,45,17,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
97020,97021,2023-07-15 18:00:00,0,18,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
97021,97022,2023-07-15 18:15:00,15,18,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
97022,97023,2023-07-15 18:30:00,30,18,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
97023,97024,2023-07-15 18:45:00,45,18,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
97024,97025,2023-07-15 19:00:00,0,19,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
97025,97026,2023-07-15 19:15:00,15,19,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
97026,97027,2023-07-15 19:30:00,30,19,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
97027,97028,2023-07-15 19:45:00,45,19,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
97028,97029,2023-07-15 20:00:00,0,20,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
97029,97030,2023-07-15 20:15:00,15,20,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
97030,97031,2023-07-15 20:30:00,30,20,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
97031,97032,2023-07-15 20:45:00,45,20,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,On-peak: 5PM to 9PM
97032,97033,2023-07-15 21:00:00,0,21,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
97033,97034,2023-07-15 21:15:00,15,21,2023-07-15,28,2023-07-10,7,July,2023-07-01,3,2023,"Mid-peak: 7AM to 5PM, 9PM to 11PM"
